40,SAKIS P,EMBARQUE,PANAMA,"1,550", 81.45 , 12.50 ,CARGA GENERAL,5.90,"GREMEX SHIPPING, N.V.",,"LA PAZ, B.C.S.",,,CEMENTO," 2,206.830 ",,,,,X,,,,,,X,,,CEMEX,CEMEX,CEMEX,16.00,16.00,16.00,,,
41,SAKIS P,EMBARQUE,PANAMA,"1,550", 81.45 , 12.50 ,CARGA GENERAL,5.90,"GREMEX SHIPPING, N.V.",,"LA PAZ, B.C.S.",,,CEMENTO," 2,211.400 ",,,,,X,,,,,,X,,,CEMEX,CEMEX,CEMEX,16.00,16.00,16.00,,,
42,CAMPANA I,EMBARQUE,MEXICO,"1,402", 58.00 , 14.00 ,CHALAN,4.00,,,"LA PAZ, B.C.S.",,,CEMENTO," 2,163.910 ",,,,,X,,,,,,X,,,CEMEX,CEMEX,CEMEX,14.00,14.00,14.00,,,
43,SAKIS P,EMBARQUE,PANAMA,"1,550", 81.45 , 12.50 ,CARGA GENERAL,5.90,"GREMEX SHIPPING, N.V.",,"LA PAZ, B.C.S.",,,CEMENTO," 2,211.310 ",,,,,X,,,,,,X,,,CEMEX,CEMEX,CEMEX,16.00,16.00,16.00,,,
44,CAMPANA I,EMBARQUE,MEXICO,"1,402", 58.00 , 14.00 ,CHALAN,4.00,,,"LA PAZ, B.C.S.",,,CEMENTO," 2,156.510 ",,,,,X,,,,,,X,,,CEMEX,CEMEX,CEMEX,14.00,14.00,14.00,,,
45,SAKIS P,EMBARQUE,PANAMA,"1,550", 81.45 , 12.50 ,CARGA GENERAL,5.90,"GREMEX SHIPPING, N.V.",,"LA PAZ, B.C.S.",,,CEMENTO," 2,217.780 ",,,,,X,,,,,,X,,,CEMEX,CEMEX,CEMEX,16.00,16.00,16.00,,,
46,CAMPANA I,EMBARQUE,MEXICO,"1,402", 58.00 , 14.00 ,CHALAN,4.00,,,"LA PAZ, B.C.S.",,,CEMENTO," 2,160.950 ",,,,,X,,,,,,X,,,CEMEX,CEMEX,CEMEX,14.00,14.00,14.00,,,
47,SAKIS P,EMBARQUE,PANAMA,"1,550", 81.45 , 12.50 ,CARGA GENERAL,5.90,"GREMEX SHIPPING, N.V.",,"LA PAZ, B.C.S.",,,CEMENTO," 2,266.400 ",,,,,X,,,,,,X,,,CEMEX,CEMEX,CEMEX,16.00,16.00,16.00,,,
,ELABORO :,,APROBO:,,OBSERVACIONES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,," 621,235.418 ",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ING. MAYRA VELAZQUEZ DE LA CRUZ,,ING. PATRICIO MOLINA SANDOVAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JEFE DE MANIOBRAS,,SUB-GERENTE DE OPERACIONES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
